bps_code,bps_name,province,province_code,admin_type,code_vintage,notes
7208,Parigi Moutong,SULAWESI TENGAH,72,Kabupaten,current,Created 2002
7209,Tojo Una-Una,SULAWESI TENGAH,72,Kabupaten,current,Created 2003 (not in panel)
7210,Sigi,SULAWESI TENGAH,72,Kabupaten,current,Created 2008 (not in panel)
7271,Palu,SULAWESI TENGAH,72,Kota,current,
7301,Kepulauan Selayar,SULAWESI SELATAN,73,Kabupaten,current,2000 name SELAYAR; renamed Kepulauan Selayar 2008
7302,Bulukumba,SULAWESI SELATAN,73,Kabupaten,current,
7303,Bantaeng,SULAWESI SELATAN,73,Kabupaten,current,
7304,Jeneponto,SULAWESI SELATAN,73,Kabupaten,current,
7305,Takalar,SULAWESI SELATAN,73,Kabupaten,current,
7306,Gowa,SULAWESI SELATAN,73,Kabupaten,current,
7307,Sinjai,SULAWESI SELATAN,73,Kabupaten,current,
7308,Maros,SULAWESI SELATAN,73,Kabupaten,current,
7309,Pangkajene dan Kepulauan,SULAWESI SELATAN,73,Kabupaten,current,panel PANGKAJENE KEPULAUAN / PANGKAJENE DAN KEPULAUAN
7310,Barru,SULAWESI SELATAN,73,Kabupaten,current,
7311,Bone,SULAWESI SELATAN,73,Kabupaten,current,
7312,Soppeng,SULAWESI SELATAN,73,Kabupaten,current,
7313,Wajo,SULAWESI SELATAN,73,Kabupaten,current,
7314,Sidenreng Rappang,SULAWESI SELATAN,73,Kabupaten,current,
7315,Pinrang,SULAWESI SELATAN,73,Kabupaten,current,
7316,Enrekang,SULAWESI SELATAN,73,Kabupaten,current,
7317,Luwu,SULAWESI SELATAN,73,Kabupaten,current,
7318,Tana Toraja,SULAWESI SELATAN,73,Kabupaten,current,
7322,Luwu Utara,SULAWESI SELATAN,73,Kabupaten,current,Created 1999
7324,Luwu Timur,SULAWESI SELATAN,73,Kabupaten,current,Created 2003 (not in panel)
7326,Toraja Utara,SULAWESI SELATAN,73,Kabupaten,current,Created 2008 (not in panel)
7371,Makassar,SULAWESI SELATAN,73,Kota,current,2000 name UJUNG PANDANG; renamed Makassar 1999
7372,Parepare,SULAWESI SELATAN,73,Kota,current,
7373,Palopo,SULAWESI SELATAN,73,Kota,current,Created 2002
7401,Kolaka,SULAWESI TENGGARA,74,Kabupaten,current,
7402,Konawe,SULAWESI TENGGARA,74,Kabupaten,current,2000 name KENDARI (kab); renamed Konawe 2003
7403,Muna,SULAWESI TENGGARA,74,Kabupaten,current,
7404,Buton,SULAWESI TENGGARA,74,Kabupaten,current,
7405,Konawe Selatan,SULAWESI TENGGARA,74,Kabupaten,current,Created 2003 (not in panel)
7406,Bombana,SULAWESI TENGGARA,74,Kabupaten,current,Created 2003 (not in panel)
7407,Wakatobi,SULAWESI TENGGARA,74,Kabupaten,current,Created 2003 (not in panel)
7408,Kolaka Utara,SULAWESI TENGGARA,74,Kabupaten,current,Created 2003 (not in panel)
7409,Buton Utara,SULAWESI TENGGARA,74,Kabupaten,current,Created 2007 (not in panel)
7410,Konawe Utara,SULAWESI TENGGARA,74,Kabupaten,current,Created 2007 (not in panel)
7471,Kendari,SULAWESI TENGGARA,74,Kota,current,
7472,Baubau,SULAWESI TENGGARA,74,Kota,current,Created 2001
7501,Boalemo,GORONTALO,75,Kabupaten,current,Created 1999; under Sulut (71xx) before 2000
7502,Gorontalo,GORONTALO,75,Kabupaten,current,Under Sulut before 2000
7503,Pohuwato,GORONTALO,75,Kabupaten,current,Created 2003
7504,Bone Bolango,GORONTALO,75,Kabupaten,current,Created 2003
7505,Gorontalo Utara,GORONTALO,75,Kabupaten,current,Created 2007 (not in panel)
7571,Gorontalo,GORONTALO,75,Kota,current,Created 1999
7601,Majene,SULAWESI BARAT,76,Kabupaten,current,Under Sulsel (73xx) before 2004
7602,Polewali Mandar,SULAWESI BARAT,76,Kabupaten,current,2000 name POLEWALI MAMASA; renamed 2005; under Sulsel before 2004
7603,Mamasa,SULAWESI BARAT,76,Kabupaten,current,Created 2002; under Sulsel before 2004
7604,Mamuju,SULAWESI BARAT,76,Kabupaten,current,Under Sulsel before 2004
7605,Mamuju Utara,SULAWESI BARAT,76,Kabupaten,current,panel PASANG KAYU; created 2003; renamed Pasangkayu 2017
7606,Mamuju Tengah,SULAWESI BARAT,76,Kabupaten,current,Created 2012 (not in panel)
8101,Maluku Tengah,MALUKU,81,Kabupaten,current,
8102,Maluku Tenggara,MALUKU,81,Kabupaten,current,
8103,Maluku Tenggara Barat,MALUKU,81,Kabupaten,current,Renamed Kepulauan Tanimbar 2019
8104,Buru,MALUKU,81,Kabupaten,current,Created 1999
8105,Seram Bagian Timur,MALUKU,81,Kabupaten,current,Created 2003 (not in panel)
8106,Seram Bagian Barat,MALUKU,81,Kabupaten,current,Created 2003 (not in panel)
8107,Kepulauan Aru,MALUKU,81,Kabupaten,current,Created 2003 (not in panel)
8108,Maluku Barat Daya,MALUKU,81,Kabupaten,current,Created 2008 (not in panel)
8109,Buru Selatan,MALUKU,81,Kabupaten,current,Created 2008 (not in panel)
8171,Ambon,MALUKU,81,Kota,current,
8172,Tual,MALUKU,81,Kota,current,Created 2007 (not in panel)
8201,Halmahera Barat,MALUKU UTARA,82,Kabupaten,current,Under Maluku (81xx) before 1999; 2000 name Maluku Utara kab
8202,Halmahera Tengah,MALUKU UTARA,82,Kabupaten,current,Under Maluku before 1999
8203,Halmahera Utara,MALUKU UTARA,82,Kabupaten,current,Created 2003 (not in panel)
8204,Halmahera Selatan,MALUKU UTARA,82,Kabupaten,current,Created 2003 (not in panel)
8205,Kepulauan Sula,MALUKU UTARA,82,Kabupaten,current,Created 2003 (not in panel)
8206,Halmahera Timur,MALUKU UTARA,82,Kabupaten,current,Created 2003 (not in panel)
8207,Pulau Morotai,MALUKU UTARA,82,Kabupaten,current,Created 2008 (not in panel)
8208,Pulau Taliabu,MALUKU UTARA,82,Kabupaten,current,Created 2012 (not in panel)
8271,Ternate,MALUKU UTARA,82,Kota,current,Created 1999
8272,Tidore Kepulauan,MALUKU UTARA,82,Kota,current,Created 2003 (not in panel)
9101,Fakfak,PAPUA BARAT,91,Kabupaten,current,panel FAK-FAK; under Papua (94xx/Irian Jaya) before 2003
9102,Kaimana,PAPUA BARAT,91,Kabupaten,current,Created 2002; under Papua before 2003
9103,Teluk Wondama,PAPUA BARAT,91,Kabupaten,current,Created 2002; under Papua before 2003
9104,Teluk Bintuni,PAPUA BARAT,91,Kabupaten,current,Created 2002; under Papua before 2003
9105,Manokwari,PAPUA BARAT,91,Kabupaten,current,Under Papua before 2003
9106,Sorong Selatan,PAPUA BARAT,91,Kabupaten,current,Created 2002; under Papua before 2003
9107,Sorong,PAPUA BARAT,91,Kabupaten,current,Under Papua before 2003
9108,Raja Ampat,PAPUA BARAT,91,Kabupaten,current,Created 2002; under Papua before 2003
9109,Tambrauw,PAPUA BARAT,91,Kabupaten,current,Created 2008 (not in panel)
9110,Maybrat,PAPUA BARAT,91,Kabupaten,current,Created 2008 (not in panel)
9111,Manokwari Selatan,PAPUA BARAT,91,Kabupaten,current,Created 2012 (not in panel)
9112,Pegunungan Arfak,PAPUA BARAT,91,Kabupaten,current,Created 2012 (not in panel)
9171,Sorong,PAPUA BARAT,91,Kota,current,Created 1999; under Papua before 2003
9401,Merauke,PAPUA,94,Kabupaten,current,Province code was 81/irian jaya pre-2000 renumber; see notes
9402,Jayawijaya,PAPUA,94,Kabupaten,current,
9403,Jayapura,PAPUA,94,Kabupaten,current,
9404,Nabire,PAPUA,94,Kabupaten,current,
9408,Kepulauan Yapen,PAPUA,94,Kabupaten,current,2000 name YAPEN WAROPEN; renamed Kepulauan Yapen 2008
9409,Biak Numfor,PAPUA,94,Kabupaten,current,panel BIAK NUMPOR is a typo
9410,Paniai,PAPUA,94,Kabupaten,current,
9411,Puncak Jaya,PAPUA,94,Kabupaten,current,
9412,Mimika,PAPUA,94,Kabupaten,current,Created 1999
9413,Boven Digoel,PAPUA,94,Kabupaten,current,panel BOVEN DIGOEL; created 2002
9414,Mappi,PAPUA,94,Kabupaten,current,Created 2002
9415,Asmat,PAPUA,94,Kabupaten,current,Created 2002
9416,Yahukimo,PAPUA,94,Kabupaten,current,Created 2002
9417,Pegunungan Bintang,PAPUA,94,Kabupaten,current,Created 2002
9418,Tolikara,PAPUA,94,Kabupaten,current,Created 2002
9419,Sarmi,PAPUA,94,Kabupaten,current,Created 2002
9420,Keerom,PAPUA,94,Kabupaten,current,Created 2002
9421,Waropen,PAPUA,94,Kabupaten,current,Created 2002
9426,Supiori,PAPUA,94,Kabupaten,current,Created 2003 (not in panel)
9471,Jayapura,PAPUA,94,Kota,current,
